date,entity,currency,account_type,balance
2025-03-19,Entity C,JPY,payable,1067645.22
2025-03-19,Entity C,CAD,payable,962769.23
2025-03-20,Entity A,USD,payable,975008.08
2025-03-20,Entity A,EUR,payable,1066634.68
2025-03-20,Entity A,GBP,payable,1034684.22
2025-03-20,Entity A,JPY,payable,983625.08
2025-03-20,Entity A,CAD,payable,1029807.1
2025-03-20,Entity B,USD,payable,980111.99
2025-03-20,Entity B,EUR,payable,1065174.96
2025-03-20,Entity B,GBP,payable,1063596.94
2025-03-20,Entity B,JPY,payable,1042422.35
2025-03-20,Entity B,CAD,payable,1035608.54
2025-03-20,Entity C,USD,payable,1091589.63
2025-03-20,Entity C,EUR,payable,1021129.55
2025-03-20,Entity C,GBP,payable,973867.14
2025-03-20,Entity C,JPY,payable,883983.13
2025-03-20,Entity C,CAD,payable,1002760.14
2025-03-21,Entity A,USD,payable,940699.49
2025-03-21,Entity A,EUR,payable,1052033.99
2025-03-21,Entity A,GBP,payable,1024214.73
2025-03-21,Entity A,JPY,payable,998382.11
2025-03-21,Entity A,CAD,payable,1000617.84
2025-03-21,Entity B,USD,payable,1112411.4
2025-03-21,Entity B,EUR,payable,984536.16
2025-03-21,Entity B,GBP,payable,976091.82
2025-03-21,Entity B,JPY,payable,1013635.32
2025-03-21,Entity B,CAD,payable,1057443.59
2025-03-21,Entity C,USD,payable,1101360.03
2025-03-21,Entity C,EUR,payable,1036518.55
2025-03-21,Entity C,GBP,payable,959407.6
2025-03-21,Entity C,JPY,payable,1089058.52
2025-03-21,Entity C,CAD,payable,1009445.2
2025-03-22,Entity A,USD,payable,926620.84
2025-03-22,Entity A,EUR,payable,916953.52
2025-03-22,Entity A,GBP,payable,993582.36
2025-03-22,Entity A,JPY,payable,969682.39
2025-03-22,Entity A,CAD,payable,973932.23
2025-03-22,Entity B,USD,payable,1011589.34
2025-03-22,Entity B,EUR,payable,928043.03
2025-03-22,Entity B,GBP,payable,1014775.4
2025-03-22,Entity B,JPY,payable,939362.92
2025-03-22,Entity B,CAD,payable,1046689.51
2025-03-22,Entity C,USD,payable,984078.77
2025-03-22,Entity C,EUR,payable,923319.67
2025-03-22,Entity C,GBP,payable,879112.49
2025-03-22,Entity C,JPY,payable,992486.2
2025-03-22,Entity C,CAD,payable,945162.0
2025-03-23,Entity A,USD,payable,889885.87
2025-03-23,Entity A,EUR,payable,926756.34
2025-03-23,Entity A,GBP,payable,936525.05
2025-03-23,Entity A,JPY,payable,945056.91
2025-03-23,Entity A,CAD,payable,849114.85
2025-03-23,Entity B,USD,payable,953144.29
2025-03-23,Entity B,EUR,payable,872946.68
2025-03-23,Entity B,GBP,payable,805858.5
2025-03-23,Entity B,JPY,payable,848970.88
2025-03-23,Entity B,CAD,payable,904829.5
2025-03-23,Entity C,USD,payable,856955.93
2025-03-23,Entity C,EUR,payable,892586.72
2025-03-23,Entity C,GBP,payable,909638.6
2025-03-23,Entity C,JPY,payable,888853.08
2025-03-23,Entity C,CAD,payable,876334.32
2025-03-24,Entity A,USD,payable,807898.2
2025-03-24,Entity A,EUR,payable,858803.79
2025-03-24,Entity A,GBP,payable,775327.75
2025-03-24,Entity A,JPY,payable,830486.12
2025-03-24,Entity A,CAD,payable,820814.68
2025-03-24,Entity B,USD,payable,521696.25
2025-03-24,Entity B,EUR,payable,786170.34
2025-03-24,Entity B,GBP,payable,803708.14
2025-03-24,Entity B,JPY,payable,829565.2
2025-03-24,Entity B,CAD,payable,936056.41
2025-03-24,Entity C,USD,payable,836890.85
2025-03-24,Entity C,EUR,payable,865036.05
2025-03-24,Entity C,GBP,payable,873945.3
2025-03-24,Entity C,JPY,payable,863168.65
2025-03-24,Entity C,CAD,payable,854828.3
2025-03-25,Entity A,USD,payable,822500.08
2025-03-25,Entity A,EUR,payable,928348.93
2025-03-25,Entity A,GBP,payable,942599.69
2025-03-25,Entity A,JPY,payable,803005.48
2025-03-25,Entity A,CAD,payable,829350.68
2025-03-25,Entity B,USD,payable,676587.25
2025-03-25,Entity B,EUR,payable,831730.31
2025-03-25,Entity B,GBP,payable,836696.17
2025-03-25,Entity B,JPY,payable,897369.5
2025-03-25,Entity B,CAD,payable,873543.49
2025-03-25,Entity C,USD,payable,843069.62
2025-03-25,Entity C,EUR,payable,910146.71
2025-03-25,Entity C,GBP,payable,880511.7
2025-03-25,Entity C,JPY,payable,796469.9
2025-03-25,Entity C,CAD,payable,907099.96
2025-03-26,Entity A,USD,payable,931936.24
2025-03-26,Entity A,EUR,payable,980170.82
2025-03-26,Entity A,GBP,payable,929498.22
2025-03-26,Entity A,JPY,payable,892873.15
2025-03-26,Entity A,CAD,payable,916369.71
2025-03-26,Entity B,USD,payable,956698.3
2025-03-26,Entity B,EUR,payable,893712.04
2025-03-26,Entity B,GBP,payable,906929.65
2025-03-26,Entity B,JPY,payable,915673.98
2025-03-26,Entity B,CAD,payable,878566.66
2025-03-26,Entity C,USD,payable,894288.59
2025-03-26,Entity C,EUR,payable,931443.53
2025-03-26,Entity C,GBP,payable,806603.28
2025-03-26,Entity C,JPY,payable,937227.4
2025-03-26,Entity C,CAD,payable,1015399.51
2025-03-27,Entity A,USD,payable,968830.18
2025-03-27,Entity A,EUR,payable,1004663.26
2025-03-27,Entity A,GBP,payable,1007796.49
2025-03-27,Entity A,JPY,payable,992825.35
2025-03-27,Entity A,CAD,payable,981052.27
2025-03-27,Entity B,USD,payable,1002445.09
2025-03-27,Entity B,EUR,payable,617587.19
2025-03-27,Entity B,GBP,payable,992476.56
2025-03-27,Entity B,JPY,payable,1003912.6
2025-03-27,Entity B,CAD,payable,1040172.58
2025-03-27,Entity C,USD,payable,981670.87
2025-03-27,Entity C,EUR,payable,961409.71
2025-03-27,Entity C,GBP,payable,1018777.41
2025-03-27,Entity C,JPY,payable,978008.3
2025-03-27,Entity C,CAD,payable,942210.27
2025-03-28,Entity A,USD,payable,965236.49
2025-03-28,Entity A,EUR,payable,1076995.81
2025-03-28,Entity A,GBP,payable,1021089.73
2025-03-28,Entity A,JPY,payable,992241.26
2025-03-28,Entity A,CAD,payable,1006450.55
2025-03-28,Entity B,USD,payable,1048121.74
2025-03-28,Entity B,EUR,payable,1004087.73
2025-03-28,Entity B,GBP,payable,957847.16
2025-03-28,Entity B,JPY,payable,1028857.58
2025-03-28,Entity B,CAD,payable,1064157.86
2025-03-28,Entity C,USD,payable,1061482.52
2025-03-28,Entity C,EUR,payable,993450.75
2025-03-28,Entity C,GBP,payable,1066590.86
2025-03-28,Entity C,JPY,payable,1024341.95
2025-03-28,Entity C,CAD,payable,1065469.84
2025-03-29,Entity A,USD,payable,1030412.72
2025-03-29,Entity A,EUR,payable,946601.36
2025-03-29,Entity A,GBP,payable,1077334.79
2025-03-29,Entity A,JPY,payable,1009536.59
2025-03-29,Entity A,CAD,payable,1030536.99
2025-03-29,Entity B,USD,payable,953703.45
2025-03-29,Entity B,EUR,payable,1027678.3
2025-03-29,Entity B,GBP,payable,1051582.35
2025-03-29,Entity B,JPY,payable,1084878.05
2025-03-29,Entity B,CAD,payable,1063481.23
2025-03-29,Entity C,USD,payable,774953.95
2025-03-29,Entity C,EUR,payable,1035281.34
2025-03-29,Entity C,GBP,payable,961824.9
2025-03-29,Entity C,JPY,payable,1003004.88
2025-03-29,Entity C,CAD,payable,975266.58
2025-03-30,Entity A,USD,payable,967848.48
2025-03-30,Entity A,EUR,payable,966811.85
2025-03-30,Entity A,GBP,payable,964250.66
2025-03-30,Entity A,JPY,payable,933151.06
2025-03-30,Entity A,CAD,payable,978250.29
2025-03-30,Entity B,USD,payable,960932.17
2025-03-30,Entity B,EUR,payable,866178.53
2025-03-30,Entity B,GBP,payable,1065475.36
2025-03-30,Entity B,JPY,payable,1026907.27
2025-03-30,Entity B,CAD,payable,968304.45
2025-03-30,Entity C,USD,payable,984109.24
2025-03-30,Entity C,EUR,payable,936490.31
2025-03-30,Entity C,GBP,payable,1051185.39
2025-03-30,Entity C,JPY,payable,1059248.03
2025-03-30,Entity C,CAD,payable,647666.02
2025-03-31,Entity A,USD,payable,1022458.8
2025-03-31,Entity A,EUR,payable,1065664.5
2025-03-31,Entity A,GBP,payable,1005373.45
2025-03-31,Entity A,JPY,payable,961997.84
2025-03-31,Entity A,CAD,payable,848918.74
2025-03-31,Entity B,USD,payable,977861.59
2025-03-31,Entity B,EUR,payable,978282.43
2025-03-31,Entity B,GBP,payable,983607.91
2025-03-31,Entity B,JPY,payable,939093.37
2025-03-31,Entity B,CAD,payable,952836.93
2025-03-31,Entity C,USD,payable,930134.2
2025-03-31,Entity C,EUR,payable,1020630.19
2025-03-31,Entity C,GBP,payable,897291.69
2025-03-31,Entity C,JPY,payable,1027661.19
2025-03-31,Entity C,CAD,payable,1036971.55
2025-04-01,Entity A,USD,payable,1013002.89
2025-04-01,Entity A,EUR,payable,920964.63
2025-04-01,Entity A,GBP,payable,1010637.69
2025-04-01,Entity A,JPY,payable,1022522.74
2025-04-01,Entity A,CAD,payable,984666.18
2025-04-01,Entity B,USD,payable,834796.54
2025-04-01,Entity B,EUR,payable,1029505.7
2025-04-01,Entity B,GBP,payable,1045386.95
2025-04-01,Entity B,JPY,payable,759823.7
2025-04-01,Entity B,CAD,payable,1070461.9
2025-04-01,Entity C,USD,payable,826203.09
2025-04-01,Entity C,EUR,payable,1016551.84
2025-04-01,Entity C,GBP,payable,1049920.01
2025-04-01,Entity C,JPY,payable,1066697.65
2025-04-01,Entity C,CAD,payable,968930.06
2025-04-02,Entity A,USD,payable,1209788.23
2025-04-02,Entity A,EUR,payable,1068087.09
2025-04-02,Entity A,GBP,payable,1051499.45
2025-04-02,Entity A,JPY,payable,1124095.35
2025-04-02,Entity A,CAD,payable,1090055.02
2025-04-02,Entity B,USD,payable,1084144.66
2025-04-02,Entity B,EUR,payable,1127812.52
2025-04-02,Entity B,GBP,payable,1042894.93
2025-04-02,Entity B,JPY,payable,1035901.38
2025-04-02,Entity B,CAD,payable,1080089.82
2025-04-02,Entity C,USD,payable,1147102.82
2025-04-02,Entity C,EUR,payable,1081824.54
2025-04-02,Entity C,GBP,payable,1167953.02
2025-04-02,Entity C,JPY,payable,1152027.34
2025-04-02,Entity C,CAD,payable,1115304.6
2025-04-03,Entity A,USD,payable,1195109.34
2025-04-03,Entity A,EUR,payable,1192800.49
2025-04-03,Entity A,GBP,payable,1187909.09
2025-04-03,Entity A,JPY,payable,1166870.72
2025-04-03,Entity A,CAD,payable,1171512.87
2025-04-03,Entity B,USD,payable,1138721.98
2025-04-03,Entity B,EUR,payable,1093118.67
2025-04-03,Entity B,GBP,payable,971760.87
2025-04-03,Entity B,JPY,payable,1142893.79
2025-04-03,Entity B,CAD,payable,1246687.04
2025-04-03,Entity C,USD,payable,1158249.1
2025-04-03,Entity C,EUR,payable,1134565.19
2025-04-03,Entity C,GBP,payable,1173602.88
2025-04-03,Entity C,JPY,payable,1264236.64
2025-04-03,Entity C,CAD,payable,1108253.1
2025-04-04,Entity A,USD,payable,1179011.07
2025-04-04,Entity A,EUR,payable,1280960.73
2025-04-04,Entity A,GBP,payable,1295371.56
2025-04-04,Entity A,JPY,payable,1216926.21
2025-04-04,Entity A,CAD,payable,1171501.35
2025-04-04,Entity B,USD,payable,1304897.2
2025-04-04,Entity B,EUR,payable,1284841.16
2025-04-04,Entity B,GBP,payable,1248221.34
2025-04-04,Entity B,JPY,payable,1188567.37
2025-04-04,Entity B,CAD,payable,1219102.29
2025-04-04,Entity C,USD,payable,1214649.06
2025-04-04,Entity C,EUR,payable,1234297.51
2025-04-04,Entity C,GBP,payable,1279103.52
2025-04-04,Entity C,JPY,payable,992761.96
2025-04-04,Entity C,CAD,payable,1177968.42
2025-04-05,Entity A,USD,payable,1238982.63
2025-04-05,Entity A,EUR,payable,1245827.39
2025-04-05,Entity A,GBP,payable,1202218.94
2025-04-05,Entity A,JPY,payable,1310364.92
2025-04-05,Entity A,CAD,payable,1196779.07
2025-04-05,Entity B,USD,payable,1188227.86
2025-04-05,Entity B,EUR,payable,1285085.34
2025-04-05,Entity B,GBP,payable,1153735.26
2025-04-05,Entity B,JPY,payable,1138808.41
2025-04-05,Entity B,CAD,payable,1217487.03
2025-04-05,Entity C,USD,payable,1212635.29
2025-04-05,Entity C,EUR,payable,1203589.23
2025-04-05,Entity C,GBP,payable,1252461.94
2025-04-05,Entity C,JPY,payable,1176376.5
2025-04-05,Entity C,CAD,payable,1215271.43
2025-04-06,Entity A,USD,payable,1165466.55
2025-04-06,Entity A,EUR,payable,1144222.05
2025-04-06,Entity A,GBP,payable,1177397.18
2025-04-06,Entity A,JPY,payable,1213974.62
2025-04-06,Entity A,CAD,payable,1264693.51
2025-04-06,Entity B,USD,payable,1203047.55
2025-04-06,Entity B,EUR,payable,1079437.39
2025-04-06,Entity B,GBP,payable,1178345.18
2025-04-06,Entity B,JPY,payable,1181862.9
2025-04-06,Entity B,CAD,payable,1217319.15
2025-04-06,Entity C,USD,payable,1187263.2
2025-04-06,Entity C,EUR,payable,1229994.34
2025-04-06,Entity C,GBP,payable,1195537.61
2025-04-06,Entity C,JPY,payable,1242222.71
2025-04-06,Entity C,CAD,payable,1162320.95
2025-04-07,Entity A,USD,payable,1166736.54
2025-04-07,Entity A,EUR,payable,1194028.46
2025-04-07,Entity A,GBP,payable,1138075.04
2025-04-07,Entity A,JPY,payable,939633.38
2025-04-07,Entity A,CAD,payable,1128347.78
2025-04-07,Entity B,USD,payable,1118313.41
2025-04-07,Entity B,EUR,payable,1245953.66
2025-04-07,Entity B,GBP,payable,1214216.37
2025-04-07,Entity B,JPY,payable,1237777.5
2025-04-07,Entity B,CAD,payable,945732.02
2025-04-07,Entity C,USD,payable,1101396.95
2025-04-07,Entity C,EUR,payable,1164727.77
2025-04-07,Entity C,GBP,payable,1132202.54
2025-04-07,Entity C,JPY,payable,1098439.22
2025-04-07,Entity C,CAD,payable,1214439.62
2025-04-08,Entity A,USD,payable,1227171.02
2025-04-08,Entity A,EUR,payable,1175574.2
2025-04-08,Entity A,GBP,payable,1219845.16
2025-04-08,Entity A,JPY,payable,1256000.1
2025-04-08,Entity A,CAD,payable,1210031.43
2025-04-08,Entity B,USD,payable,1199055.58
2025-04-08,Entity B,EUR,payable,1187826.38
2025-04-08,Entity B,GBP,payable,1205848.29
2025-04-08,Entity B,JPY,payable,1165311.62
2025-04-08,Entity B,CAD,payable,1168802.96
2025-04-08,Entity C,USD,payable,1003773.84
2025-04-08,Entity C,EUR,payable,1261860.88
2025-04-08,Entity C,GBP,payable,1179895.71
2025-04-08,Entity C,JPY,payable,1211153.6
2025-04-08,Entity C,CAD,payable,1148232.42
2025-04-09,Entity A,USD,payable,1196384.17
2025-04-09,Entity A,EUR,payable,1270857.68
2025-04-09,Entity A,GBP,payable,1173595.24
2025-04-09,Entity A,JPY,payable,1210969.73
2025-04-09,Entity A,CAD,payable,1228939.38
2025-04-09,Entity B,USD,payable,1232033.19
2025-04-09,Entity B,EUR,payable,1220414.55
2025-04-09,Entity B,GBP,payable,1243411.08
2025-04-09,Entity B,JPY,payable,1255292.51
2025-04-09,Entity B,CAD,payable,1256963.79
2025-04-09,Entity C,USD,payable,1188146.13
2025-04-09,Entity C,EUR,payable,1216212.08
2025-04-09,Entity C,GBP,payable,1275368.8
2025-04-09,Entity C,JPY,payable,1263364.17
2025-04-09,Entity C,CAD,payable,1172663.91
2025-04-10,Entity A,USD,payable,1282827.56
2025-04-10,Entity A,EUR,payable,1189639.36
2025-04-10,Entity A,GBP,payable,1270645.76
2025-04-10,Entity A,JPY,payable,1344679.05
2025-04-10,Entity A,CAD,payable,1230852.66
2025-04-10,Entity B,USD,payable,1235395.44
2025-04-10,Entity B,EUR,payable,1299329.56
2025-04-10,Entity B,GBP,payable,1207056.31
2025-04-10,Entity B,JPY,payable,1243458.17
2025-04-10,Entity B,CAD,payable,1292626.01
2025-04-10,Entity C,USD,payable,1243396.93
2025-04-10,Entity C,EUR,payable,1259329.57
2025-04-10,Entity C,GBP,payable,1298535.79
2025-04-10,Entity C,JPY,payable,1285630.21
2025-04-10,Entity C,CAD,payable,1279441.1
2025-04-11,Entity A,USD,payable,1254834.59
2025-04-11,Entity A,EUR,payable,1283201.93
2025-04-11,Entity A,GBP,payable,1263450.18
2025-04-11,Entity A,JPY,payable,1286711.71
2025-04-11,Entity A,CAD,payable,1248522.2
2025-04-11,Entity B,USD,payable,1261096.73
2025-04-11,Entity B,EUR,payable,1228801.17
2025-04-11,Entity B,GBP,payable,1266999.18
2025-04-11,Entity B,JPY,payable,1235959.45
2025-04-11,Entity B,CAD,payable,1223837.63
2025-04-11,Entity C,USD,payable,1278745.93
2025-04-11,Entity C,EUR,payable,1276909.08
2025-04-11,Entity C,GBP,payable,1299714.43
2025-04-11,Entity C,JPY,payable,1251154.46
2025-04-11,Entity C,CAD,payable,1284721.6
2025-04-12,Entity A,USD,payable,1240336.65
2025-04-12,Entity A,EUR,payable,897090.89
2025-04-12,Entity A,GBP,payable,1185278.6
2025-04-12,Entity A,JPY,payable,1172928.89
2025-04-12,Entity A,CAD,payable,1267495.72
2025-04-12,Entity B,USD,payable,1307132.1
2025-04-12,Entity B,EUR,payable,966543.79
2025-04-12,Entity B,GBP,payable,1203903.18
2025-04-12,Entity B,JPY,payable,1189181.66
2025-04-12,Entity B,CAD,payable,1233238.69
2025-04-12,Entity C,USD,payable,1230799.88
2025-04-12,Entity C,EUR,payable,1266014.15
2025-04-12,Entity C,GBP,payable,1167990.02
2025-04-12,Entity C,JPY,payable,1247559.96
2025-04-12,Entity C,CAD,payable,1241921.63
2025-04-13,Entity A,USD,payable,816347.61
2025-04-13,Entity A,EUR,payable,1157282.26
2025-04-13,Entity A,GBP,payable,1159811.52
2025-04-13,Entity A,JPY,payable,1114856.23
2025-04-13,Entity A,CAD,payable,1177555.81
2025-04-13,Entity B,USD,payable,1189783.55
2025-04-13,Entity B,EUR,payable,1165869.31
2025-04-13,Entity B,GBP,payable,1129038.34
2025-04-13,Entity B,JPY,payable,815766.07
2025-04-13,Entity B,CAD,payable,1215995.41
2025-04-13,Entity C,USD,payable,1098952.92
2025-04-13,Entity C,EUR,payable,1127993.57
2025-04-13,Entity C,GBP,payable,1150882.55
2025-04-13,Entity C,JPY,payable,1192903.35
2025-04-13,Entity C,CAD,payable,1167858.55
2025-04-14,Entity A,USD,payable,1050893.41
2025-04-14,Entity A,EUR,payable,1184322.42
2025-04-14,Entity A,GBP,payable,1095505.83
2025-04-14,Entity A,JPY,payable,820017.91
2025-04-14,Entity A,CAD,payable,1078846.24
2025-04-14,Entity B,USD,payable,1061191.94
2025-04-14,Entity B,EUR,payable,1097503.07
2025-04-14,Entity B,GBP,payable,1103836.86
2025-04-14,Entity B,JPY,payable,1122407.91
2025-04-14,Entity B,CAD,payable,1045781.93
2025-04-14,Entity C,USD,payable,1141186.06
2025-04-14,Entity C,EUR,payable,1099371.44
2025-04-14,Entity C,GBP,payable,1109243.98
2025-04-14,Entity C,JPY,payable,1076077.13
2025-04-14,Entity C,CAD,payable,1047789.12
2025-04-15,Entity A,USD,payable,1070385.85
2025-04-15,Entity A,EUR,payable,1074968.69
2025-04-15,Entity A,GBP,payable,1012059.73
2025-04-15,Entity A,JPY,payable,1099208.28
2025-04-15,Entity A,CAD,payable,1107337.85
2025-04-15,Entity B,USD,payable,1038290.28
2025-04-15,Entity B,EUR,payable,1026573.45
2025-04-15,Entity B,GBP,payable,1055358.41
2025-04-15,Entity B,JPY,payable,1068432.67
2025-04-15,Entity B,CAD,payable,1056910.02
2025-04-15,Entity C,USD,payable,1065040.15
2025-04-15,Entity C,EUR,payable,1076335.97
2025-04-15,Entity C,GBP,payable,1012746.11
2025-04-15,Entity C,JPY,payable,1017345.04
2025-04-15,Entity C,CAD,payable,958585.76
2025-04-16,Entity A,USD,payable,1121701.81
2025-04-16,Entity A,EUR,payable,1084609.08
2025-04-16,Entity A,GBP,payable,1125914.05
2025-04-16,Entity A,JPY,payable,691942.57
2025-04-16,Entity A,CAD,payable,1084976.29
2025-04-16,Entity B,USD,payable,1076742.04
2025-04-16,Entity B,EUR,payable,1079746.52
2025-04-16,Entity B,GBP,payable,1123823.26
2025-04-16,Entity B,JPY,payable,1152126.9
2025-04-16,Entity B,CAD,payable,711466.05
2025-04-16,Entity C,USD,payable,1012544.98
2025-04-16,Entity C,EUR,payable,1104409.11
2025-04-16,Entity C,GBP,payable,1064608.37
2025-04-16,Entity C,JPY,payable,1044183.86
2025-04-16,Entity C,CAD,payable,1157090.46
2025-04-17,Entity A,USD,payable,733885.51
2025-04-17,Entity A,EUR,payable,836528.04
2025-04-17,Entity A,GBP,payable,787239.79
2025-04-17,Entity A,JPY,payable,1033633.14
2025-04-17,Entity A,CAD,payable,1132250.16
2025-04-17,Entity B,USD,payable,1095640.85
2025-04-17,Entity B,EUR,payable,1082209.2
2025-04-17,Entity B,GBP,payable,1094148.65
2025-04-17,Entity B,JPY,payable,1085699.82
2025-04-17,Entity B,CAD,payable,1046601.25
2025-04-17,Entity C,USD,payable,1071935.91
2025-04-17,Entity C,EUR,payable,1121374.33
2025-04-17,Entity C,GBP,payable,1113390.28
2025-04-17,Entity C,JPY,payable,1107245.53
2025-04-17,Entity C,CAD,payable,1060717.2
2025-04-18,Entity A,USD,payable,1075825.05
2025-04-18,Entity A,EUR,payable,996002.58
2025-04-18,Entity A,GBP,payable,1090224.24
2025-04-18,Entity A,JPY,payable,1140239.49
2025-04-18,Entity A,CAD,payable,1024119.89
2025-04-18,Entity B,USD,payable,1059648.07
2025-04-18,Entity B,EUR,payable,1096249.45
2025-04-18,Entity B,GBP,payable,1133198.88
2025-04-18,Entity B,JPY,payable,1065156.19
2025-04-18,Entity B,CAD,payable,1055395.17
2025-04-18,Entity C,USD,payable,1004328.25
2025-04-18,Entity C,EUR,payable,1087222.7
2025-04-18,Entity C,GBP,payable,1164768.22
2025-04-18,Entity C,JPY,payable,1094179.52
2025-04-18,Entity C,CAD,payable,1082194.02
2025-04-19,Entity A,USD,payable,1037148.53
2025-04-19,Entity A,EUR,payable,1023821.56
2025-04-19,Entity A,GBP,payable,734065.67
2025-04-19,Entity A,JPY,payable,1057196.43
2025-04-19,Entity A,CAD,payable,1035801.68
2025-04-19,Entity B,USD,payable,1001757.56
2025-04-19,Entity B,EUR,payable,967419.11
2025-04-19,Entity B,GBP,payable,1003579.75
2025-04-19,Entity B,JPY,payable,1003249.68
2025-04-19,Entity B,CAD,payable,1065460.54
2025-04-19,Entity C,USD,payable,981713.65
2025-04-19,Entity C,EUR,payable,992671.34
2025-04-19,Entity C,GBP,payable,1033680.77
2025-04-19,Entity C,JPY,payable,971233.49
2025-04-19,Entity C,CAD,payable,997904.97
2025-04-20,Entity A,USD,payable,883116.18
2025-04-20,Entity A,EUR,payable,986495.71
2025-04-20,Entity A,GBP,payable,937640.73
2025-04-20,Entity A,JPY,payable,949058.54
2025-04-20,Entity A,CAD,payable,770304.47
2025-04-20,Entity B,USD,payable,943682.43
2025-04-20,Entity B,EUR,payable,936627.4
2025-04-20,Entity B,GBP,payable,907992.14
2025-04-20,Entity B,JPY,payable,902805.9
2025-04-20,Entity B,CAD,payable,968270.05
2025-04-20,Entity C,USD,payable,927673.17
2025-04-20,Entity C,EUR,payable,962349.58
2025-04-20,Entity C,GBP,payable,739516.1
2025-04-20,Entity C,JPY,payable,969095.3
2025-04-20,Entity C,CAD,payable,930982.36
2025-04-21,Entity A,USD,payable,867411.53
2025-04-21,Entity A,EUR,payable,903003.68
2025-04-21,Entity A,GBP,payable,891483.82
2025-04-21,Entity A,JPY,payable,908414.59
2025-04-21,Entity A,CAD,payable,962395.17
2025-04-21,Entity B,USD,payable,902346.0
2025-04-21,Entity B,EUR,payable,874031.29
2025-04-21,Entity B,GBP,payable,863964.93
2025-04-21,Entity B,JPY,payable,865512.45
2025-04-21,Entity B,CAD,payable,841089.86
2025-04-21,Entity C,USD,payable,936910.26
2025-04-21,Entity C,EUR,payable,810269.36
2025-04-21,Entity C,GBP,payable,919124.71
2025-04-21,Entity C,JPY,payable,864877.96
2025-04-21,Entity C,CAD,payable,879104.31
2025-04-22,Entity A,USD,payable,863312.13
2025-04-22,Entity A,EUR,payable,957066.22
2025-04-22,Entity A,GBP,payable,899884.26
2025-04-22,Entity A,JPY,payable,930846.77
2025-04-22,Entity A,CAD,payable,951252.71
2025-04-22,Entity B,USD,payable,905767.85
2025-04-22,Entity B,EUR,payable,851406.68
2025-04-22,Entity B,GBP,payable,890405.92
2025-04-22,Entity B,JPY,payable,869541.71
2025-04-22,Entity B,CAD,payable,879091.47
2025-04-22,Entity C,USD,payable,895446.68
2025-04-22,Entity C,EUR,payable,893865.41
2025-04-22,Entity C,GBP,payable,915716.0
2025-04-22,Entity C,JPY,payable,921523.81
2025-04-22,Entity C,CAD,payable,893865.83
2025-04-23,Entity A,USD,payable,956560.47
2025-04-23,Entity A,EUR,payable,918447.32
2025-04-23,Entity A,GBP,payable,993012.91
2025-04-23,Entity A,JPY,payable,917801.26
2025-04-23,Entity A,CAD,payable,988309.18
2025-04-23,Entity B,USD,payable,881379.03
2025-04-23,Entity B,EUR,payable,925205.43
2025-04-23,Entity B,GBP,payable,927182.59
2025-04-23,Entity B,JPY,payable,951581.39
2025-04-23,Entity B,CAD,payable,974894.39
2025-04-23,Entity C,USD,payable,890445.91
2025-04-23,Entity C,EUR,payable,896102.39
2025-04-23,Entity C,GBP,payable,884345.39
2025-04-23,Entity C,JPY,payable,993229.08
2025-04-23,Entity C,CAD,payable,952325.91
2025-04-24,Entity A,USD,payable,944756.76
2025-04-24,Entity A,EUR,payable,970407.81
2025-04-24,Entity A,GBP,payable,1035402.06
2025-04-24,Entity A,JPY,payable,977006.84
2025-04-24,Entity A,CAD,payable,974644.08
2025-04-24,Entity B,USD,payable,956879.74
2025-04-24,Entity B,EUR,payable,947131.91
2025-04-24,Entity B,GBP,payable,1035464.56
2025-04-24,Entity B,JPY,payable,1055087.67
2025-04-24,Entity B,CAD,payable,948723.83
2025-04-24,Entity C,USD,payable,1044329.3
2025-04-24,Entity C,EUR,payable,968636.03
2025-04-24,Entity C,GBP,payable,1009477.52
2025-04-24,Entity C,JPY,payable,1044540.16
2025-04-24,Entity C,CAD,payable,982328.54
2025-04-25,Entity A,USD,payable,993919.52
2025-04-25,Entity A,EUR,payable,1039080.44
2025-04-25,Entity A,GBP,payable,962639.08
2025-04-25,Entity A,JPY,payable,1052919.65
2025-04-25,Entity A,CAD,payable,1012749.57
2025-04-25,Entity B,USD,payable,983927.18
2025-04-25,Entity B,EUR,payable,982870.49
2025-04-25,Entity B,GBP,payable,951698.7
2025-04-25,Entity B,JPY,payable,985590.31
2025-04-25,Entity B,CAD,payable,996475.69
2025-04-25,Entity C,USD,payable,964585.46
2025-04-25,Entity C,EUR,payable,1005218.6
2025-04-25,Entity C,GBP,payable,1025953.88
2025-04-25,Entity C,JPY,payable,998498.31
2025-04-25,Entity C,CAD,payable,1033546.23
2025-04-26,Entity A,USD,payable,955843.61
2025-04-26,Entity A,EUR,payable,1028264.52
2025-04-26,Entity A,GBP,payable,993001.8
2025-04-26,Entity A,JPY,payable,1049939.5
2025-04-26,Entity A,CAD,payable,895606.31
2025-04-26,Entity B,USD,payable,944234.48
2025-04-26,Entity B,EUR,payable,929052.22
2025-04-26,Entity B,GBP,payable,958554.36
2025-04-26,Entity B,JPY,payable,1035805.19
2025-04-26,Entity B,CAD,payable,1026129.85
2025-04-26,Entity C,USD,payable,997849.4
2025-04-26,Entity C,EUR,payable,926821.19
2025-04-26,Entity C,GBP,payable,980277.99
2025-04-26,Entity C,JPY,payable,1000197.21
2025-04-26,Entity C,CAD,payable,995150.66
2025-04-27,Entity A,USD,payable,881543.51
